,ticker,first_close,last_close,first_date,last_date,total_days,volume_threshold(%),pct_threshold(%),holding_days,sell-waiting_days,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar,final_account_value,total_trades,winners,win_rate(%),top_5_gainers(%),averge_max_return(%),averge_max_drawdown(%),top_5_losers(%),average_gain(%),average_loss(%),sell_hold_return(%),sell_hold_cagr%,sell_hold_max_drawdown(%),sell_hold_calmar
121,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,10,1,-31.84,-10.28,-0.32,80.56,6,4,66.67,"[-0.8, -3.02, -5.63, -19.78]",5.61,-7.93,"[4.3, 11.45]",-7.31,7.88,-74.1,-63.97,-88.12,-0.73
122,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,10,5,-24.87,-8.15,-0.33,84.42,6,4,66.67,"[-3.45, -6.14, -7.42, -12.81]",5.42,-6.65,"[8.09, 12.99]",-7.46,10.54,-74.1,-63.97,-88.12,-0.73
123,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,10,10,-42.31,-21.63,-0.51,61.55,5,4,80,"[-1.27, -9.73, -19.33, -25.59]",5.45,-13.15,[9.72],-13.98,9.72,-74.1,-63.97,-88.12,-0.73
124,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,10,0,-31.88,-10.89,-0.34,79.47,6,3,50,"[-2.97, -3.79, -23.6]",4.88,-8.1,"[1.1, 5.16, 8.62]",-10.12,4.96,-74.1,-63.97,-88.12,-0.73
125,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,10,1,-31.84,-10.28,-0.32,80.56,6,4,66.67,"[-0.8, -3.02, -5.63, -19.78]",5.61,-7.93,"[4.3, 11.45]",-7.31,7.88,-74.1,-63.97,-88.12,-0.73
126,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,10,5,-24.87,-8.15,-0.33,84.42,6,4,66.67,"[-3.45, -6.14, -7.42, -12.81]",5.42,-6.65,"[8.09, 12.99]",-7.46,10.54,-74.1,-63.97,-88.12,-0.73
127,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,10,10,-42.31,-21.63,-0.51,61.55,5,4,80,"[-1.27, -9.73, -19.33, -25.59]",5.45,-13.15,[9.72],-13.98,9.72,-74.1,-63.97,-88.12,-0.73
128,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,10,0,-31.88,-10.89,-0.34,79.47,6,3,50,"[-2.97, -3.79, -23.6]",4.88,-8.1,"[1.1, 5.16, 8.62]",-10.12,4.96,-74.1,-63.97,-88.12,-0.73
129,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,10,1,-31.84,-10.28,-0.32,80.56,6,4,66.67,"[-0.8, -3.02, -5.63, -19.78]",5.61,-7.93,"[4.3, 11.45]",-7.31,7.88,-74.1,-63.97,-88.12,-0.73
130,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,10,5,-24.87,-8.15,-0.33,84.42,6,4,66.67,"[-3.45, -6.14, -7.42, -12.81]",5.42,-6.65,"[8.09, 12.99]",-7.46,10.54,-74.1,-63.97,-88.12,-0.73
131,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,10,10,-42.31,-21.63,-0.51,61.55,5,4,80,"[-1.27, -9.73, -19.33, -25.59]",5.45,-13.15,[9.72],-13.98,9.72,-74.1,-63.97,-88.12,-0.73
132,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,10,0,-31.88,-10.89,-0.34,79.47,6,3,50,"[-2.97, -3.79, -23.6]",4.88,-8.1,"[1.1, 5.16, 8.62]",-10.12,4.96,-74.1,-63.97,-88.12,-0.73
133,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,10,1,-31.84,-10.28,-0.32,80.56,6,4,66.67,"[-0.8, -3.02, -5.63, -19.78]",5.61,-7.93,"[4.3, 11.45]",-7.31,7.88,-74.1,-63.97,-88.12,-0.73
134,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,10,5,-24.87,-8.15,-0.33,84.42,6,4,66.67,"[-3.45, -6.14, -7.42, -12.81]",5.42,-6.65,"[8.09, 12.99]",-7.46,10.54,-74.1,-63.97,-88.12,-0.73
135,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,10,10,-42.31,-21.63,-0.51,61.55,5,4,80,"[-1.27, -9.73, -19.33, -25.59]",5.45,-13.15,[9.72],-13.98,9.72,-74.1,-63.97,-88.12,-0.73
136,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,10,0,-4.85,-2.07,-0.43,95.91,1,1,100,[-3.79],0.86,-4.91,[],-3.79,,-74.1,-63.97,-88.12,-0.73
137,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,10,1,-6.58,-2.95,-0.45,94.2,1,1,100,[-5.63],1.2,-5.63,[],-5.63,,-74.1,-63.97,-88.12,-0.73
138,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,10,5,-10.31,-3.35,-0.33,93.43,1,1,100,[-6.14],4.13,-6.14,[],-6.14,,-74.1,-63.97,-88.12,-0.73
139,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,10,10,-8.61,-1.04,-0.12,97.94,1,1,100,[-1.27],2.92,-5.74,[],-1.27,,-74.1,-63.97,-88.12,-0.73
140,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,10,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
141,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,10,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
142,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,10,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
