,ticker,first_close,last_close,first_date,last_date,total_days,volume_threshold(%),pct_threshold(%),holding_days,buy-waiting_days,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar,final_account_value,total_trades,winners,win_rate(%),top_5_gainers(%),averge_max_return(%),averge_max_drawdown(%),top_5_losers(%),average_gain(%),average_loss(%),buy_hold_return(%),buy_hold_cagr%,buy_hold_max_drawdown(%),buy_hold_calmar
116,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,10,0,-12.0,32.2,2.68,131.99,3,3,100.0,"[13.99, 7.77, 7.45]",15.84,-2.26,[],9.74,,68.03,68.51,-40.92,1.67
117,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,10,1,-19.13,22.11,1.16,121.97,3,3,100.0,"[19.33, 1.15, 1.05]",13.4,-4.36,[],7.18,,68.03,68.51,-40.92,1.67
118,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,10,5,-24.91,-1.23,-0.05,98.78,3,1,33.33,[24.55],14.24,-9.06,"[-17.96, -3.33]",24.55,-10.64,68.03,68.51,-40.92,1.67
119,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,10,10,-16.11,10.18,0.63,110.12,3,2,66.67,"[14.39, 3.08]",8.63,-5.55,[-6.61],8.74,-6.61,68.03,68.51,-40.92,1.67
120,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,10,0,-13.01,65.22,5.01,164.77,7,6,85.71,"[22.25, 13.99, 9.76, 8.45, 7.77]",11.9,-4.83,[-13.01],11.36,-13.01,68.03,68.51,-40.92,1.67
121,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,10,1,-11.89,59.16,4.98,158.76,7,6,85.71,"[19.33, 17.89, 13.06, 2.97, 1.15]",12.32,-3.36,[-5.16],9.24,-5.16,68.03,68.51,-40.92,1.67
122,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,10,5,-19.72,44.51,2.26,144.22,6,3,50.0,"[38.21, 24.55, 10.62]",15.46,-6.05,"[-13.23, -9.71, -3.33]",24.46,-8.76,68.03,68.51,-40.92,1.67
123,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,10,10,-11.09,48.87,4.41,148.54,4,3,75.0,"[27.67, 14.39, 3.08]",16.24,-1.48,[-1.34],15.05,-1.34,68.03,68.51,-40.92,1.67
124,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,10,0,-13.01,65.22,5.01,164.77,7,6,85.71,"[22.25, 13.99, 9.76, 8.45, 7.77]",11.9,-4.83,[-13.01],11.36,-13.01,68.03,68.51,-40.92,1.67
125,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,10,1,-11.89,59.16,4.98,158.76,7,6,85.71,"[19.33, 17.89, 13.06, 2.97, 1.15]",12.32,-3.36,[-5.16],9.24,-5.16,68.03,68.51,-40.92,1.67
126,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,10,5,-19.72,44.51,2.26,144.22,6,3,50.0,"[38.21, 24.55, 10.62]",15.46,-6.05,"[-13.23, -9.71, -3.33]",24.46,-8.76,68.03,68.51,-40.92,1.67
127,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,10,10,-11.09,48.87,4.41,148.54,4,3,75.0,"[27.67, 14.39, 3.08]",16.24,-1.48,[-1.34],15.05,-1.34,68.03,68.51,-40.92,1.67
128,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,10,0,-13.01,65.22,5.01,164.77,7,6,85.71,"[22.25, 13.99, 9.76, 8.45, 7.77]",11.9,-4.83,[-13.01],11.36,-13.01,68.03,68.51,-40.92,1.67
129,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,10,1,-11.89,59.16,4.98,158.76,7,6,85.71,"[19.33, 17.89, 13.06, 2.97, 1.15]",12.32,-3.36,[-5.16],9.24,-5.16,68.03,68.51,-40.92,1.67
130,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,10,5,-19.72,44.51,2.26,144.22,6,3,50.0,"[38.21, 24.55, 10.62]",15.46,-6.05,"[-13.23, -9.71, -3.33]",24.46,-8.76,68.03,68.51,-40.92,1.67
131,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,10,10,-11.09,48.87,4.41,148.54,4,3,75.0,"[27.67, 14.39, 3.08]",16.24,-1.48,[-1.34],15.05,-1.34,68.03,68.51,-40.92,1.67
132,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,10,0,-11.09,75.21,6.78,174.67,5,5,100.0,"[22.25, 13.99, 9.76, 7.77, 5.97]",14.97,-3.67,[],11.95,,68.03,68.51,-40.92,1.67
133,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,10,1,-11.89,51.18,4.31,150.84,5,5,100.0,"[19.33, 13.06, 7.45, 2.97, 1.05]",14.06,-3.23,[],8.77,,68.03,68.51,-40.92,1.67
134,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,10,5,-14.13,25.24,1.79,125.09,4,2,50.0,"[24.55, 10.62]",13.73,-4.84,"[-6.08, -3.33]",17.58,-4.7,68.03,68.51,-40.92,1.67
135,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,10,10,-18.74,0.96,0.05,100.95,4,2,50.0,"[14.39, 3.08]",7.98,-5.43,"[-13.23, -1.34]",8.74,-7.28,68.03,68.51,-40.92,1.67
136,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,10,0,-12.0,32.2,2.68,131.99,3,3,100.0,"[13.99, 7.77, 7.45]",15.84,-2.26,[],9.74,,68.03,68.51,-40.92,1.67
137,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,10,1,-19.13,22.11,1.16,121.97,3,3,100.0,"[19.33, 1.15, 1.05]",13.4,-4.36,[],7.18,,68.03,68.51,-40.92,1.67
138,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,10,5,-24.91,-1.23,-0.05,98.78,3,1,33.33,[24.55],14.24,-9.06,"[-17.96, -3.33]",24.55,-10.64,68.03,68.51,-40.92,1.67
139,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,10,10,-16.11,10.18,0.63,110.12,3,2,66.67,"[14.39, 3.08]",8.63,-5.55,[-6.61],8.74,-6.61,68.03,68.51,-40.92,1.67
140,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,10,0,-13.18,19.2,1.46,119.08,4,3,75.0,"[13.99, 9.76, 7.45]",9.4,-5.77,[-11.42],10.4,-11.42,68.03,68.51,-40.92,1.67
141,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,10,1,-14.6,20.52,1.41,120.4,4,3,75.0,"[19.33, 2.97, 1.15]",8.58,-6.33,[-3.13],7.82,-3.13,68.03,68.51,-40.92,1.67
142,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,10,5,-24.49,-3.26,-0.13,96.76,3,1,33.33,[24.55],13.36,-9.86,"[-17.96, -5.31]",24.55,-11.64,68.03,68.51,-40.92,1.67
143,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,10,10,-17.67,9.91,0.56,109.85,3,2,66.67,"[14.39, 2.83]",9.22,-4.36,[-6.61],8.61,-6.61,68.03,68.51,-40.92,1.67
144,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,10,0,-13.18,19.2,1.46,119.08,4,3,75.0,"[13.99, 9.76, 7.45]",9.4,-5.77,[-11.42],10.4,-11.42,68.03,68.51,-40.92,1.67
145,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,10,1,-14.6,20.52,1.41,120.4,4,3,75.0,"[19.33, 2.97, 1.15]",8.58,-6.33,[-3.13],7.82,-3.13,68.03,68.51,-40.92,1.67
146,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,10,5,-24.49,-3.26,-0.13,96.76,3,1,33.33,[24.55],13.36,-9.86,"[-17.96, -5.31]",24.55,-11.64,68.03,68.51,-40.92,1.67
147,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,10,10,-17.67,9.91,0.56,109.85,3,2,66.67,"[14.39, 2.83]",9.22,-4.36,[-6.61],8.61,-6.61,68.03,68.51,-40.92,1.67
148,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,10,0,-13.18,19.2,1.46,119.08,4,3,75.0,"[13.99, 9.76, 7.45]",9.4,-5.77,[-11.42],10.4,-11.42,68.03,68.51,-40.92,1.67
149,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,10,1,-14.6,20.52,1.41,120.4,4,3,75.0,"[19.33, 2.97, 1.15]",8.58,-6.33,[-3.13],7.82,-3.13,68.03,68.51,-40.92,1.67
150,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,10,5,-24.49,-3.26,-0.13,96.76,3,1,33.33,[24.55],13.36,-9.86,"[-17.96, -5.31]",24.55,-11.64,68.03,68.51,-40.92,1.67
151,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,10,10,-17.67,9.91,0.56,109.85,3,2,66.67,"[14.39, 2.83]",9.22,-4.36,[-6.61],8.61,-6.61,68.03,68.51,-40.92,1.67
152,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,10,0,-13.18,19.2,1.46,119.08,4,3,75.0,"[13.99, 9.76, 7.45]",9.4,-5.77,[-11.42],10.4,-11.42,68.03,68.51,-40.92,1.67
153,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,10,1,-14.6,20.52,1.41,120.4,4,3,75.0,"[19.33, 2.97, 1.15]",8.58,-6.33,[-3.13],7.82,-3.13,68.03,68.51,-40.92,1.67
154,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,10,5,-24.49,-3.26,-0.13,96.76,3,1,33.33,[24.55],13.36,-9.86,"[-17.96, -5.31]",24.55,-11.64,68.03,68.51,-40.92,1.67
155,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,10,10,-17.67,9.91,0.56,109.85,3,2,66.67,"[14.39, 2.83]",9.22,-4.36,[-6.61],8.61,-6.61,68.03,68.51,-40.92,1.67
156,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,10,0,-13.18,8.54,0.65,108.5,3,2,66.67,"[13.99, 7.45]",9.28,-6.65,[-11.42],10.72,-11.42,68.03,68.51,-40.92,1.67
157,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,10,1,-14.6,17.03,1.17,116.93,3,2,66.67,"[19.33, 1.15]",9.0,-6.68,[-3.13],10.24,-3.13,68.03,68.51,-40.92,1.67
158,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,10,5,-24.49,-3.26,-0.13,96.76,3,1,33.33,[24.55],13.36,-9.86,"[-17.96, -5.31]",24.55,-11.64,68.03,68.51,-40.92,1.67
159,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,10,10,-17.67,9.91,0.56,109.85,3,2,66.67,"[14.39, 2.83]",9.22,-4.36,[-6.61],8.61,-6.61,68.03,68.51,-40.92,1.67
160,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
161,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
162,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
163,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
164,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
165,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
166,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
167,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
168,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
169,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
170,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
171,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
172,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
173,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
174,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
175,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
176,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
177,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
178,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
179,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
180,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
181,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
182,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
183,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
184,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
185,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
186,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
187,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
188,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
189,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
190,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
191,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
192,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
193,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
194,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
195,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
196,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,10,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
197,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,10,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
198,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,10,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
199,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,10,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
200,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,15,0,-19.69,51.7,2.63,151.35,7,3,42.86,"[41.87, 19.46, 10.45]",15.48,-8.82,"[-9.84, -8.24, -1.73, -0.54]",23.93,-5.09,68.03,68.51,-40.92,1.67
201,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,15,1,-19.69,87.31,4.43,186.66,7,5,71.43,"[38.62, 23.6, 19.14, 2.06, 1.81]",16.58,-7.47,"[-11.85, -0.17]",17.05,-6.01,68.03,68.51,-40.92,1.67
202,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,15,5,-28.11,49.75,1.77,149.42,6,4,66.67,"[36.71, 35.94, 4.72, 3.1]",19.18,-8.62,"[-21.48, -5.16]",20.12,-13.32,68.03,68.51,-40.92,1.67
203,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,15,10,-11.38,45.66,4.01,145.36,5,3,60.0,"[21.16, 16.25, 14.7]",17.76,-3.13,"[-8.09, -2.11]",17.37,-5.1,68.03,68.51,-40.92,1.67
204,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,15,0,-22.58,40.23,1.78,139.97,7,3,42.86,"[41.87, 19.46, 10.45]",14.94,-9.25,"[-15.14, -9.84, -1.73, -0.54]",23.93,-6.81,68.03,68.51,-40.92,1.67
205,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,15,1,-19.69,87.31,4.43,186.66,7,5,71.43,"[38.62, 23.6, 19.14, 2.06, 1.81]",16.58,-7.47,"[-11.85, -0.17]",17.05,-6.01,68.03,68.51,-40.92,1.67
206,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,15,5,-28.11,49.75,1.77,149.42,6,4,66.67,"[36.71, 35.94, 4.72, 3.1]",19.18,-8.62,"[-21.48, -5.16]",20.12,-13.32,68.03,68.51,-40.92,1.67
207,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,15,10,-11.38,45.66,4.01,145.36,5,3,60.0,"[21.16, 16.25, 14.7]",17.76,-3.13,"[-8.09, -2.11]",17.37,-5.1,68.03,68.51,-40.92,1.67
208,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,15,0,-22.58,68.0,3.01,167.52,6,4,66.67,"[41.87, 19.46, 10.45, 7.32]",20.15,-5.77,"[-15.14, -1.73]",19.77,-8.44,68.03,68.51,-40.92,1.67
209,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,15,1,-17.96,85.19,4.74,184.57,6,4,66.67,"[38.62, 23.6, 19.14, 2.74]",20.17,-5.25,"[-11.85, -0.17]",21.02,-6.01,68.03,68.51,-40.92,1.67
210,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,15,5,-11.09,85.32,7.69,184.7,5,4,80.0,"[36.71, 35.94, 4.72, 0.07]",21.52,-3.14,[-5.16],19.36,-5.16,68.03,68.51,-40.92,1.67
211,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,15,10,-11.25,29.87,2.65,129.68,5,3,60.0,"[21.16, 16.25, 2.33]",13.23,-2.8,"[-8.09, -2.11]",13.25,-5.1,68.03,68.51,-40.92,1.67
212,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,15,0,-13.18,96.15,7.29,195.43,5,4,80.0,"[40.45, 19.46, 10.45, 7.32]",23.83,-4.02,[-1.73],19.42,-1.73,68.03,68.51,-40.92,1.67
213,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,15,1,-13.18,97.67,7.41,196.94,5,4,80.0,"[30.39, 23.6, 19.14, 2.74]",24.97,-2.57,[-0.17],18.97,-0.17,68.03,68.51,-40.92,1.67
214,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,15,5,-11.09,79.77,7.19,179.19,5,4,80.0,"[35.94, 32.64, 4.72, 0.07]",20.63,-3.14,[-5.16],18.34,-5.16,68.03,68.51,-40.92,1.67
215,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,15,10,-19.86,-0.04,-0.0,99.96,5,2,40.0,"[16.25, 2.33]",9.33,-4.12,"[-8.09, -6.6, -2.11]",9.29,-5.6,68.03,68.51,-40.92,1.67
216,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,15,0,-23.51,19.86,0.84,119.74,3,2,66.67,"[19.46, 7.32]",22.63,-4.46,[-6.6],13.39,-6.6,68.03,68.51,-40.92,1.67
217,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,15,1,-27.34,9.47,0.35,109.42,3,2,66.67,"[19.14, 2.74]",16.97,-7.75,[-10.61],10.94,-10.61,68.03,68.51,-40.92,1.67
218,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,15,5,-20.81,20.03,0.96,119.91,3,2,66.67,"[35.94, 0.07]",14.58,-9.06,[-11.85],18.0,-11.85,68.03,68.51,-40.92,1.67
219,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,15,10,-26.06,-8.25,-0.32,91.8,3,2,66.67,"[16.25, 2.33]",8.92,-8.8,[-22.83],9.29,-22.83,68.03,68.51,-40.92,1.67
220,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,15,0,-22.66,45.19,1.99,144.89,6,4,66.67,"[38.62, 19.46, 10.45, 7.32]",17.45,-8.05,"[-15.14, -13.01]",18.96,-14.08,68.03,68.51,-40.92,1.67
221,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,15,1,-13.18,112.32,8.52,211.45,5,4,80.0,"[47.37, 23.6, 19.14, 2.74]",24.01,-3.21,[-5.16],23.21,-5.16,68.03,68.51,-40.92,1.67
222,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,15,5,-12.38,78.12,6.31,177.56,5,4,80.0,"[38.05, 35.94, 4.72, 0.07]",20.29,-4.09,[-9.71],19.69,-9.71,68.03,68.51,-40.92,1.67
223,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,15,10,-11.09,48.33,4.36,148.01,4,3,75.0,"[27.1, 16.25, 2.33]",16.46,-1.48,[-2.11],15.23,-2.11,68.03,68.51,-40.92,1.67
224,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,15,0,-22.66,45.19,1.99,144.89,6,4,66.67,"[38.62, 19.46, 10.45, 7.32]",17.45,-8.05,"[-15.14, -13.01]",18.96,-14.08,68.03,68.51,-40.92,1.67
225,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,15,1,-13.18,112.32,8.52,211.45,5,4,80.0,"[47.37, 23.6, 19.14, 2.74]",24.01,-3.21,[-5.16],23.21,-5.16,68.03,68.51,-40.92,1.67
226,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,15,5,-12.38,78.12,6.31,177.56,5,4,80.0,"[38.05, 35.94, 4.72, 0.07]",20.29,-4.09,[-9.71],19.69,-9.71,68.03,68.51,-40.92,1.67
227,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,15,10,-11.09,48.33,4.36,148.01,4,3,75.0,"[27.1, 16.25, 2.33]",16.46,-1.48,[-2.11],15.23,-2.11,68.03,68.51,-40.92,1.67
228,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,15,0,-22.66,45.19,1.99,144.89,6,4,66.67,"[38.62, 19.46, 10.45, 7.32]",17.45,-8.05,"[-15.14, -13.01]",18.96,-14.08,68.03,68.51,-40.92,1.67
229,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,15,1,-13.18,112.32,8.52,211.45,5,4,80.0,"[47.37, 23.6, 19.14, 2.74]",24.01,-3.21,[-5.16],23.21,-5.16,68.03,68.51,-40.92,1.67
230,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,15,5,-12.38,78.12,6.31,177.56,5,4,80.0,"[38.05, 35.94, 4.72, 0.07]",20.29,-4.09,[-9.71],19.69,-9.71,68.03,68.51,-40.92,1.67
231,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,15,10,-11.09,48.33,4.36,148.01,4,3,75.0,"[27.1, 16.25, 2.33]",16.46,-1.48,[-2.11],15.23,-2.11,68.03,68.51,-40.92,1.67
232,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,15,0,-14.32,66.71,4.66,166.24,4,4,100.0,"[19.46, 17.4, 10.45, 7.32]",22.8,-3.8,[],13.66,,68.03,68.51,-40.92,1.67
233,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,15,1,-17.96,41.57,2.32,141.3,4,3,75.0,"[23.6, 19.14, 2.74]",20.37,-4.38,[-6.6],15.16,-6.6,68.03,68.51,-40.92,1.67
234,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,15,5,-20.53,21.01,1.02,120.89,4,3,75.0,"[35.94, 4.72, 0.07]",14.49,-7.05,[-15.14],13.58,-15.14,68.03,68.51,-40.92,1.67
